,"$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",$R_{eff}$(kpc),SFR($M_{\odot}/yr$),$V_{max}$(km/s),$\sigma_v$(km/s),M,z
5422,8127386000.0,318089820.0,79960080000.0,24.823946,0.4141986,87.84652,57.79363,88405550000.0,2.0
5423,8650507000.0,296268700.0,74025976000.0,21.64047,0.33002016,93.19502,60.85878,82974286000.0,2.0
5424,9572399000.0,870662200.0,82132160000.0,19.420574,0.61867666,101.2894,62.049522,92577325000.0,2.0
5425,9276004000.0,359969860.0,59607286000.0,16.783571,0.5117036,94.46053,56.60235,69244486000.0,2.0
5426,9021969000.0,314589020.0,71444620000.0,20.929789,0.33461064,91.81291,56.769352,80782530000.0,2.0
5427,8961050000.0,1346531000.0,77990355000.0,16.501991,1.0198247,107.507935,62.415096,88302460000.0,2.0
5428,9319750000.0,665317250.0,68085980000.0,20.046766,0.56973726,94.57413,54.085716,78072520000.0,2.0
5429,10281455000.0,720461800.0,53287050000.0,17.157406,0.71028495,90.322716,51.318756,64290320000.0,2.0
5430,9475586000.0,454036220.0,84149970000.0,20.703232,0.7630077,102.12649,61.74657,94081110000.0,2.0
5431,8722970000.0,1169593000.0,79417840000.0,17.201687,0.7790583,107.42862,62.966476,89314610000.0,2.0
5432,10220533000.0,537090300.0,74857690000.0,19.907576,0.41742012,96.23688,56.684887,85616755000.0,2.0
5433,12052697000.0,894170100.0,60805170000.0,16.632788,1.0886172,98.11004,55.996037,73753600000.0,2.0
5434,7921978000.0,363614750.0,89214680000.0,19.772747,0.27406153,103.94664,68.35032,97502110000.0,2.0
5435,7479326000.0,293295400.0,65588118000.0,23.95171,0.3027758,81.56484,49.765793,73362210000.0,2.0
5436,10807161000.0,677283000.0,64054910000.0,16.225895,0.89621013,101.34452,60.100685,75540870000.0,2.0
5437,10429204000.0,781483400.0,79905170000.0,19.039232,0.6064412,101.7763,60.432762,91118680000.0,2.0
5438,11759653000.0,892066000.0,69433156000.0,17.066326,1.0234829,101.95465,58.989677,82087444000.0,2.0
5439,8450890000.0,938848200.0,83527430000.0,17.0828,0.75547063,109.635155,65.094086,92919350000.0,2.0
5440,9020539000.0,727189440.0,82355400000.0,16.975998,0.910083,108.28747,66.423355,92105410000.0,2.0
5441,10814155000.0,959269760.0,74658050000.0,18.482958,0.8065463,107.42835,60.01442,86433300000.0,2.0
5442,9489723000.0,879981600.0,82236060000.0,18.98356,0.66794056,105.219154,62.86855,92607955000.0,2.0
5443,8383361500.0,846878300.0,73367590000.0,18.71748,0.57592404,97.83942,56.773544,82599535000.0,2.0
5444,4026343400.0,154243460.0,42406674000.0,16.735655,0.19429,79.37539,49.22913,46588473000.0,2.0
5445,9395412000.0,779283300.0,74206570000.0,18.840174,0.66482747,99.40089,58.19804,84382900000.0,2.0
5446,8914438000.0,837419800.0,79714590000.0,18.400566,0.59799576,104.0547,60.277767,89468940000.0,2.0
5447,9964553000.0,683581700.0,70981345000.0,19.15575,0.56539536,95.881325,56.445194,81631280000.0,2.0
5448,9977651000.0,865098300.0,78682325000.0,18.800928,0.6694558,101.51525,60.8424,89526710000.0,2.0
5449,8519616000.0,894912400.0,69124610000.0,17.649364,0.6314584,98.557495,57.527298,78540600000.0,2.0
5450,10169881000.0,642832450.0,73913450000.0,19.473598,0.5571395,97.224174,58.660015,84728190000.0,2.0
5451,11424915000.0,778405300.0,71448250000.0,18.843834,0.5598488,98.13357,59.34818,83653490000.0,2.0
5452,9367696000.0,390876400.0,79842090000.0,20.536358,0.4484216,97.051155,59.878098,89602220000.0,2.0
5453,9625417000.0,1040843500.0,76350520000.0,18.368631,0.63845813,104.50189,60.549282,87018690000.0,2.0
5454,9600481000.0,136261460.0,55151497000.0,21.537539,0.27299017,80.578636,55.725197,64889460000.0,2.0
5455,10000352000.0,180641860.0,38236746000.0,21.522734,0.19022591,70.083626,44.253616,48419123000.0,2.0
5456,10159216000.0,1206983800.0,74737910000.0,16.031868,0.82902795,108.52922,61.314846,86107250000.0,2.0
5457,10826577000.0,873899400.0,59615908000.0,16.988642,0.83428895,96.78405,56.44015,71317810000.0,2.0
5458,9460515000.0,802730240.0,67472523000.0,18.166176,0.8856661,97.03518,55.89435,77737800000.0,2.0
5459,11743737000.0,1253909200.0,60471673000.0,18.085424,0.835699,98.29357,56.30192,73472800000.0,2.0
5460,7756376000.0,659027140.0,69828830000.0,19.101763,0.46394706,94.80342,55.817474,78245580000.0,2.0
5461,8904232000.0,1330440300.0,80584425000.0,18.261757,0.9106954,104.202126,61.28262,90821330000.0,2.0
5462,9641853000.0,747000260.0,77597420000.0,18.213278,0.63971853,102.36694,61.42706,87988120000.0,2.0
5463,9001908000.0,652301800.0,80635250000.0,18.98768,0.55278474,101.3774,59.96825,90291650000.0,2.0
5464,9861613000.0,604703800.0,77481255000.0,17.48337,0.51062363,104.23444,61.88433,87949530000.0,2.0
5465,6369763000.0,338523800.0,51009700000.0,16.605263,0.41837463,87.900246,52.857765,57719226000.0,2.0
5466,8275059700.0,909975300.0,79970510000.0,18.619081,0.85877466,102.35626,61.24426,89157380000.0,2.0
5467,5605925400.0,141161070.0,57770066000.0,15.874064,0.27490267,92.85473,63.40842,63518405000.0,2.0
5468,9570574000.0,532992700.0,75281960000.0,18.18769,0.40358627,101.55566,61.884804,85386945000.0,2.0
5469,9079342000.0,797625300.0,71026260000.0,17.58322,0.57550937,99.79995,57.599022,80905780000.0,2.0
5470,11036867000.0,444523900.0,67193926000.0,17.664095,0.6559503,98.635826,59.766766,78676690000.0,2.0
5471,5119787500.0,389001500.0,47271285000.0,14.932902,0.2924798,87.8241,52.27138,52781326000.0,2.0
5472,3039214300.0,190388160.0,30485395000.0,12.978611,0.18650018,74.81046,44.499596,33715000000.0,2.0
5473,8631288000.0,1138660000.0,78345640000.0,17.585117,1.0513052,108.76478,64.051765,88117700000.0,2.0
5474,8822097000.0,488998800.0,76138620000.0,19.723413,0.54613996,96.97216,61.477802,85451270000.0,2.0
5475,7706073000.0,161054160.0,57667973000.0,24.066801,0.32210335,79.36586,50.75594,65536400000.0,2.0
5476,8798649000.0,718219140.0,80441040000.0,20.674547,0.57440925,98.68954,58.2174,89960180000.0,2.0
5477,9551873000.0,1113192100.0,66974765000.0,16.31516,0.75416136,102.54398,57.8896,77641925000.0,2.0
5478,8098621000.0,590395200.0,74325910000.0,17.989552,0.55585593,99.7433,61.039745,83016516000.0,2.0
5479,7995193000.0,709165500.0,84881860000.0,18.421911,0.50115263,104.64156,64.36978,93588940000.0,2.0
5480,10258032000.0,437798800.0,68697182000.0,20.127565,0.3027074,92.66431,54.345192,79394910000.0,2.0
5481,7845038000.0,862723000.0,74462480000.0,20.170519,0.4929631,95.584145,57.295284,83171950000.0,2.0
5482,8925657000.0,807932860.0,77025250000.0,18.280983,0.74543595,101.22421,60.737804,86761005000.0,2.0
5483,10312265000.0,861506200.0,67111342000.0,16.395401,0.760022,101.937904,58.35287,78287740000.0,2.0
5484,7685303000.0,457707400.0,83559190000.0,18.261358,0.425559,106.28084,67.482666,91703910000.0,2.0
5485,7555221500.0,495096350.0,83826890000.0,18.930422,0.5701593,102.63047,66.999695,91878910000.0,2.0
5486,10329085000.0,1007480400.0,69655040000.0,15.698821,0.93396026,106.25613,61.03154,80993890000.0,2.0
5487,8898303000.0,710156600.0,74110830000.0,18.792673,0.690943,100.67509,60.927776,83720890000.0,2.0
5488,5690189300.0,203448240.0,42423460000.0,18.155846,0.54283756,76.42817,51.41389,48317096000.0,2.0
5489,7572815000.0,656981800.0,70509445000.0,17.816381,0.45049378,97.57855,58.99797,78740820000.0,2.0
5490,9731759000.0,532800060.0,55627022000.0,16.913336,0.5520176,91.60634,53.417625,65892844000.0,2.0
5491,4534487000.0,167126130.0,55071187000.0,20.697798,0.18325752,79.07476,51.199646,59774020000.0,2.0
5492,7711190000.0,433709900.0,80852140000.0,21.42396,0.32166964,96.1948,61.26356,88998770000.0,2.0
